timestamp,cattle_id,temperature,heartRate,humidity,distance,hour,day_of_week,is_anomaly,anomaly_type,heart_rate
2024-01-01T04:00:00,COW_001,38.59,50.9,70.3,17.8,4,0,0,normal,
2024-01-01T04:10:00,COW_001,38.53,55.1,72.5,18.1,4,0,0,normal,
2024-01-01T04:20:00,COW_001,38.35,48.3,70.8,13.6,4,0,0,normal,
2024-01-01T04:30:00,COW_001,38.23,39.0,73.0,2.0,4,0,0,normal,
2024-01-01T04:40:00,COW_001,38.4,46.4,71.4,5.9,4,0,0,normal,
2024-01-01T04:50:00,COW_001,38.51,45.8,76.1,28.5,4,0,0,normal,
2024-01-01T05:00:00,COW_001,38.23,51.4,70.8,0.4,5,0,0,normal,
2024-01-01T05:10:00,COW_001,38.89,53.4,69.9,2.2,5,0,0,normal,
2024-01-01T05:20:00,COW_001,38.51,46.8,74.1,2.2,5,0,0,normal,
2024-01-01T05:30:00,COW_001,38.63,48.3,74.8,8.0,5,0,0,normal,
2024-01-01T05:40:00,COW_001,38.61,60.3,67.7,0.3,5,0,0,normal,
2024-01-01T05:50:00,COW_001,38.43,58.3,73.3,0.1,5,0,0,normal,
2024-01-01T06:00:00,COW_001,38.37,54.3,65.8,41.1,6,0,0,normal,
2024-01-01T06:10:00,COW_001,38.67,56.5,68.5,5.2,6,0,0,normal,
2024-01-01T06:20:00,COW_001,38.48,52.7,71.4,59.5,6,0,0,normal,
2024-01-01T06:30:00,COW_001,38.42,59.5,76.6,9.7,6,0,0,normal,
2024-01-01T06:40:00,COW_001,38.64,57.1,65.3,45.3,6,0,0,normal,
2024-01-01T06:50:00,COW_001,38.4,56.5,72.7,3.1,6,0,0,normal,
2024-01-01T07:00:00,COW_001,38.74,54.0,72.7,36.9,7,0,0,normal,
2024-01-01T07:10:00,COW_001,38.77,59.8,64.2,9.5,7,0,0,normal,
2024-01-01T07:20:00,COW_001,38.87,53.6,70.0,37.5,7,0,0,normal,
2024-01-01T07:30:00,COW_001,38.76,53.4,67.5,16.0,7,0,0,normal,
2024-01-01T07:40:00,COW_001,38.56,53.6,66.8,77.9,7,0,0,normal,
2024-01-01T07:50:00,COW_001,38.75,61.7,68.7,24.4,7,0,0,normal,
2024-01-01T08:00:00,COW_001,38.76,70.9,66.9,11.5,8,0,0,normal,
2024-01-01T08:10:00,COW_001,38.67,60.2,64.6,6.8,8,0,0,normal,
2024-01-01T08:20:00,COW_001,38.77,62.9,66.4,116.0,8,0,0,normal,
2024-01-01T08:30:00,COW_001,38.79,58.2,67.3,17.0,8,0,0,normal,
2024-01-01T08:40:00,COW_001,38.73,63.4,65.6,96.3,8,0,0,normal,
2024-01-01T08:50:00,COW_001,38.61,62.5,70.3,3.6,8,0,0,normal,
2024-01-01T09:00:00,COW_001,38.91,58.5,64.0,41.8,9,0,0,normal,
2024-01-01T09:10:00,COW_001,38.99,59.3,67.1,12.2,9,0,0,normal,
2024-01-01T09:20:00,COW_001,38.98,65.2,64.5,56.0,9,0,0,normal,
2024-01-01T09:30:00,COW_001,39.48,68.4,65.9,55.6,9,0,0,normal,
2024-01-01T09:40:00,COW_001,38.86,66.1,60.6,30.2,9,0,0,normal,
2024-01-01T09:50:00,COW_001,38.87,62.9,61.3,27.4,9,0,0,normal,
2024-01-01T10:00:00,COW_001,39.1,59.5,59.6,4.8,10,0,0,normal,
2024-01-01T10:10:00,COW_001,39.16,72.2,61.4,8.5,10,0,0,normal,
2024-01-01T10:20:00,COW_001,38.89,66.9,61.1,27.2,10,0,0,normal,
2024-01-01T10:30:00,COW_001,38.9,71.5,63.5,120.0,10,0,0,normal,
2024-01-01T10:40:00,COW_001,38.7,66.7,59.0,20.2,10,0,0,normal,
2024-01-01T10:50:00,COW_001,39.13,62.9,66.0,6.7,10,0,0,normal,
2024-01-01T11:00:00,COW_001,39.01,65.9,64.6,37.8,11,0,0,normal,
2024-01-01T11:10:00,COW_001,39.14,70.0,64.3,33.1,11,0,0,normal,
2024-01-01T11:20:00,COW_001,38.85,66.5,63.1,0.5,11,0,0,normal,
2024-01-01T11:30:00,COW_001,38.98,67.5,65.0,3.6,11,0,0,normal,
2024-01-01T11:40:00,COW_001,38.6,64.4,58.6,17.8,11,0,0,normal,
2024-01-01T11:50:00,COW_001,38.9,74.7,63.3,1.6,11,0,0,normal,
2024-01-01T12:00:00,COW_001,39.36,64.6,61.6,37.6,12,0,0,normal,
2024-01-01T12:10:00,COW_001,39.15,69.6,58.3,30.8,12,0,0,normal,
2024-01-01T12:20:00,COW_001,39.16,73.0,62.8,21.5,12,0,0,normal,
2024-01-01T12:30:00,COW_001,38.96,73.1,58.3,17.1,12,0,0,normal,
2024-01-01T12:40:00,COW_001,39.19,67.9,57.4,65.2,12,0,0,normal,
2024-01-01T12:50:00,COW_001,40.33,124.2,57.0,41.8,12,0,1,tachycardia,
2024-01-01T13:00:00,COW_001,39.32,72.8,59.7,11.6,13,0,0,normal,
2024-01-01T13:10:00,COW_001,39.28,73.8,55.1,57.5,13,0,0,normal,
2024-01-01T13:20:00,COW_001,39.18,72.1,61.1,14.6,13,0,0,normal,
2024-01-01T13:30:00,COW_001,39.1,77.8,56.0,49.2,13,0,0,normal,
2024-01-01T13:40:00,COW_001,39.38,71.7,59.3,17.3,13,0,0,normal,
2024-01-01T13:50:00,COW_001,39.14,70.5,55.4,104.9,13,0,0,normal,
2024-01-01T14:00:00,COW_001,39.21,74.4,54.5,12.1,14,0,0,normal,
2024-01-01T14:10:00,COW_001,39.51,76.8,53.4,48.9,14,0,0,normal,
2024-01-01T14:20:00,COW_001,39.29,74.5,57.0,2.1,14,0,0,normal,
2024-01-01T14:30:00,COW_001,39.07,63.6,62.3,76.5,14,0,0,normal,
2024-01-01T14:40:00,COW_001,39.08,70.7,58.2,33.7,14,0,0,normal,
2024-01-01T14:50:00,COW_001,39.12,70.3,57.6,60.4,14,0,0,normal,
2024-01-01T15:00:00,COW_001,39.12,72.5,52.9,58.6,15,0,0,normal,
2024-01-01T15:10:00,COW_001,38.98,68.9,61.4,3.1,15,0,0,normal,
2024-01-01T15:20:00,COW_001,39.23,77.5,59.8,4.1,15,0,0,normal,
2024-01-01T15:30:00,COW_001,39.16,70.4,57.3,22.1,15,0,0,normal,
2024-01-01T15:40:00,COW_001,41.41,68.3,58.8,114.6,15,0,1,fever,107.5
2024-01-01T15:50:00,COW_001,39.42,65.8,54.7,71.0,15,0,0,normal,
2024-01-01T16:00:00,COW_001,39.18,70.4,58.4,120.0,16,0,0,normal,
2024-01-01T16:10:00,COW_001,39.03,79.5,59.3,41.6,16,0,0,normal,
2024-01-01T16:20:00,COW_001,39.47,67.3,60.7,1.6,16,0,0,normal,
2024-01-01T16:30:00,COW_001,39.17,69.9,61.0,33.9,16,0,0,normal,
2024-01-01T16:40:00,COW_001,39.02,68.0,51.7,30.7,16,0,0,normal,
2024-01-01T16:50:00,COW_001,39.07,62.7,59.2,58.8,16,0,0,normal,
2024-01-01T17:00:00,COW_001,38.95,70.5,55.4,94.5,17,0,0,normal,
2024-01-01T17:10:00,COW_001,39.36,68.2,58.5,58.2,17,0,0,normal,
2024-01-01T17:20:00,COW_001,38.83,73.9,59.0,18.8,17,0,0,normal,
2024-01-01T17:30:00,COW_001,39.27,68.1,59.2,70.0,17,0,0,normal,
2024-01-01T17:40:00,COW_001,39.08,68.7,58.0,21.0,17,0,0,normal,
2024-01-01T17:50:00,COW_001,39.18,63.0,60.9,39.0,17,0,0,normal,
2024-01-01T18:00:00,COW_001,38.77,71.1,62.0,25.7,18,0,0,normal,
2024-01-01T18:10:00,COW_001,38.89,66.5,65.7,66.9,18,0,0,normal,
2024-01-01T18:20:00,COW_001,39.31,73.0,60.3,5.0,18,0,0,normal,
2024-01-01T18:30:00,COW_001,41.41,72.0,63.6,8.4,18,0,1,fever,103.1
2024-01-01T18:40:00,COW_001,39.16,59.0,57.5,82.1,18,0,0,normal,
2024-01-01T18:50:00,COW_001,38.69,66.8,54.5,53.6,18,0,0,normal,
2024-01-01T19:00:00,COW_001,39.15,57.6,57.8,21.5,19,0,0,normal,
2024-01-01T19:10:00,COW_001,38.9,63.1,64.1,14.0,19,0,0,normal,
2024-01-01T19:20:00,COW_001,38.71,65.8,64.0,7.0,19,0,0,normal,
2024-01-01T19:30:00,COW_001,38.76,66.1,62.1,22.5,19,0,0,normal,
2024-01-01T19:40:00,COW_001,38.76,65.1,61.3,6.8,19,0,0,normal,
2024-01-01T19:50:00,COW_001,38.78,57.4,62.4,15.9,19,0,0,normal,
2024-01-01T20:00:00,COW_001,39.09,60.1,62.9,72.4,20,0,0,normal,
2024-01-01T20:10:00,COW_001,38.83,63.4,63.1,48.3,20,0,0,normal,
2024-01-01T20:20:00,COW_001,38.72,57.7,64.2,33.7,20,0,0,normal,
2024-01-01T20:30:00,COW_001,38.45,57.5,58.4,48.2,20,0,0,normal,
2024-01-01T20:40:00,COW_001,38.89,61.2,74.2,4.0,20,0,0,normal,
2024-01-01T20:50:00,COW_001,38.97,66.1,57.6,9.7,20,0,0,normal,
2024-01-01T21:00:00,COW_001,38.58,51.2,65.1,1.0,21,0,0,normal,
2024-01-01T21:10:00,COW_001,38.53,57.8,69.8,9.1,21,0,0,normal,
2024-01-01T21:20:00,COW_001,38.7,62.8,67.3,7.1,21,0,0,normal,
2024-01-01T21:30:00,COW_001,38.57,55.1,71.8,1.1,21,0,0,normal,
2024-01-01T21:40:00,COW_001,38.57,51.4,69.8,3.5,21,0,0,normal,
2024-01-01T21:50:00,COW_001,38.98,57.0,67.5,2.2,21,0,0,normal,
2024-01-01T22:00:00,COW_001,38.5,52.1,67.2,1.5,22,0,0,normal,
2024-01-01T22:10:00,COW_001,38.47,44.0,71.1,32.3,22,0,0,normal,
2024-01-01T22:20:00,COW_001,38.56,50.4,67.3,1.5,22,0,0,normal,
2024-01-01T22:30:00,COW_001,38.71,56.1,69.6,6.5,22,0,0,normal,
2024-01-01T22:40:00,COW_001,38.35,56.2,67.0,3.1,22,0,0,normal,
2024-01-01T22:50:00,COW_001,38.69,55.1,60.8,2.2,22,0,0,normal,
2024-01-01T23:00:00,COW_001,38.56,47.9,72.6,1.3,23,0,0,normal,
2024-01-01T23:10:00,COW_001,38.27,62.6,65.8,0.4,23,0,0,normal,
2024-01-01T23:20:00,COW_001,38.39,50.0,73.7,2.4,23,0,0,normal,
2024-01-01T23:30:00,COW_001,38.43,55.9,73.0,7.2,23,0,0,normal,
2024-01-01T23:40:00,COW_001,38.15,48.3,72.4,14.2,23,0,0,normal,
2024-01-01T23:50:00,COW_001,38.49,52.2,70.9,1.6,23,0,0,normal,
2024-01-02T00:00:00,COW_001,38.47,49.0,75.4,1.2,0,1,0,normal,
2024-01-02T00:10:00,COW_001,38.49,47.2,73.7,1.4,0,1,0,normal,
2024-01-02T00:20:00,COW_001,38.51,47.9,72.8,3.6,0,1,0,normal,
2024-01-02T00:30:00,COW_001,38.76,48.5,74.8,13.6,0,1,0,normal,
2024-01-02T00:40:00,COW_001,38.15,45.6,66.3,11.0,0,1,0,normal,
2024-01-02T00:50:00,COW_001,38.4,43.3,72.0,18.4,0,1,0,normal,
2024-01-02T01:00:00,COW_001,38.54,39.6,73.4,1.0,1,1,0,normal,
2024-01-02T01:10:00,COW_001,38.53,49.1,74.4,3.3,1,1,0,normal,
2024-01-02T01:20:00,COW_001,38.46,46.7,74.6,17.9,1,1,0,normal,
2024-01-02T01:30:00,COW_001,38.75,46.5,73.9,3.0,1,1,0,normal,
2024-01-02T01:40:00,COW_001,38.54,45.0,72.9,11.5,1,1,0,normal,
2024-01-02T01:50:00,COW_001,38.34,47.0,75.2,13.8,1,1,0,normal,
2024-01-02T02:00:00,COW_001,38.36,44.1,71.7,2.1,2,1,0,normal,
2024-01-02T02:10:00,COW_001,38.46,51.9,75.9,8.2,2,1,0,normal,
2024-01-02T02:20:00,COW_001,38.46,55.5,70.7,1.6,2,1,0,normal,
2024-01-02T02:30:00,COW_001,38.21,48.7,75.5,4.1,2,1,0,normal,
2024-01-02T02:40:00,COW_001,38.5,47.8,73.8,5.6,2,1,0,normal,
2024-01-02T02:50:00,COW_001,38.23,47.2,73.1,16.5,2,1,0,normal,
2024-01-02T03:00:00,COW_001,38.43,51.3,74.2,9.8,3,1,0,normal,
2024-01-02T03:10:00,COW_001,38.45,49.4,69.3,7.5,3,1,0,normal,
2024-01-02T03:20:00,COW_001,38.65,46.4,69.8,33.5,3,1,0,normal,
2024-01-02T03:30:00,COW_001,38.39,58.6,74.3,4.1,3,1,0,normal,
2024-01-02T03:40:00,COW_001,38.39,46.7,69.7,6.2,3,1,0,normal,
2024-01-02T03:50:00,COW_001,38.17,47.5,74.6,3.4,3,1,0,normal,
2024-01-02T04:00:00,COW_001,38.4,56.3,71.1,1.2,4,1,0,normal,
2024-01-02T04:10:00,COW_001,38.23,49.6,68.0,4.3,4,1,0,normal,
2024-01-02T04:20:00,COW_001,38.42,52.4,77.5,0.1,4,1,0,normal,
2024-01-02T04:30:00,COW_001,38.62,45.5,73.5,26.0,4,1,0,normal,
2024-01-02T04:40:00,COW_001,38.41,45.2,79.6,0.6,4,1,0,normal,
2024-01-02T04:50:00,COW_001,38.46,46.5,74.0,18.3,4,1,0,normal,
2024-01-02T05:00:00,COW_001,38.43,49.3,70.6,6.7,5,1,0,normal,
2024-01-02T05:10:00,COW_001,38.44,57.1,62.7,4.6,5,1,0,normal,
2024-01-02T05:20:00,COW_001,38.7,43.2,69.6,15.8,5,1,0,normal,
2024-01-02T05:30:00,COW_001,38.46,50.9,72.2,2.5,5,1,0,normal,
2024-01-02T05:40:00,COW_001,38.35,58.5,73.5,0.2,5,1,0,normal,
2024-01-02T05:50:00,COW_001,38.71,48.7,68.5,8.9,5,1,0,normal,
2024-01-02T06:00:00,COW_001,38.52,56.0,65.3,3.7,6,1,0,normal,
2024-01-02T06:10:00,COW_001,38.71,57.3,66.2,67.8,6,1,0,normal,
2024-01-02T06:20:00,COW_001,38.55,58.6,65.8,12.1,6,1,0,normal,
2024-01-02T06:30:00,COW_001,38.69,47.3,74.3,78.1,6,1,0,normal,
2024-01-02T06:40:00,COW_001,38.52,58.2,66.9,31.2,6,1,0,normal,
2024-01-02T06:50:00,COW_001,38.39,57.0,64.8,18.4,6,1,0,normal,
2024-01-02T07:00:00,COW_001,38.38,63.7,67.7,50.5,7,1,0,normal,
2024-01-02T07:10:00,COW_001,38.68,60.8,67.0,56.3,7,1,0,normal,
2024-01-02T07:20:00,COW_001,38.64,56.7,68.0,35.1,7,1,0,normal,
2024-01-02T07:30:00,COW_001,38.44,54.4,65.8,63.0,7,1,0,normal,
2024-01-02T07:40:00,COW_001,38.7,58.3,65.5,0.6,7,1,0,normal,
2024-01-02T07:50:00,COW_001,38.58,50.4,68.7,28.3,7,1,0,normal,
2024-01-02T08:00:00,COW_001,38.95,61.9,65.8,32.1,8,1,0,normal,
2024-01-02T08:10:00,COW_001,38.95,56.0,66.5,86.0,8,1,0,normal,
2024-01-02T08:20:00,COW_001,38.52,54.9,63.1,6.4,8,1,0,normal,
2024-01-02T08:30:00,COW_001,38.8,58.6,65.6,32.3,8,1,0,normal,
2024-01-02T08:40:00,COW_001,38.71,54.4,62.2,44.4,8,1,0,normal,
2024-01-02T08:50:00,COW_001,38.6,62.3,59.7,22.6,8,1,0,normal,
2024-01-02T09:00:00,COW_001,38.98,63.8,60.4,1.1,9,1,0,normal,
2024-01-02T09:10:00,COW_001,39.01,65.5,58.4,1.8,9,1,0,normal,
2024-01-02T09:20:00,COW_001,39.29,62.7,66.4,3.9,9,1,0,normal,
2024-01-02T09:30:00,COW_001,38.8,63.8,61.9,23.9,9,1,0,normal,
2024-01-02T09:40:00,COW_001,38.81,70.4,65.1,56.2,9,1,0,normal,
2024-01-02T09:50:00,COW_001,38.82,58.8,65.7,31.2,9,1,0,normal,
2024-01-02T10:00:00,COW_001,38.89,65.0,60.8,7.2,10,1,0,normal,
2024-01-02T10:10:00,COW_001,39.09,70.3,61.4,46.1,10,1,0,normal,
2024-01-02T10:20:00,COW_001,39.08,70.3,63.5,10.1,10,1,0,normal,
2024-01-02T10:30:00,COW_001,39.07,59.9,60.8,120.0,10,1,0,normal,
2024-01-02T10:40:00,COW_001,39.06,66.8,61.8,86.5,10,1,0,normal,
2024-01-02T10:50:00,COW_001,38.81,67.8,60.4,120.0,10,1,0,normal,
2024-01-02T11:00:00,COW_001,39.08,71.2,59.4,13.5,11,1,0,normal,
2024-01-02T11:10:00,COW_001,39.09,62.9,60.8,4.5,11,1,0,normal,
2024-01-02T11:20:00,COW_001,39.12,66.6,63.1,2.4,11,1,0,normal,
2024-01-02T11:30:00,COW_001,38.95,70.1,53.6,54.7,11,1,0,normal,
2024-01-02T11:40:00,COW_001,39.24,62.5,60.1,9.3,11,1,0,normal,
2024-01-02T11:50:00,COW_001,39.22,71.3,59.5,56.1,11,1,0,normal,
2024-01-02T12:00:00,COW_001,39.07,76.0,65.0,72.4,12,1,0,normal,
2024-01-02T12:10:00,COW_001,39.09,63.7,52.8,46.8,12,1,0,normal,
2024-01-02T12:20:00,COW_001,39.08,21.3,54.0,12.3,12,1,1,bradycardia,
2024-01-02T12:30:00,COW_001,39.01,62.7,54.4,39.8,12,1,0,normal,
2024-01-02T12:40:00,COW_001,39.29,69.5,57.9,33.3,12,1,0,normal,
2024-01-02T12:50:00,COW_001,39.25,75.1,62.9,25.2,12,1,0,normal,
2024-01-02T13:00:00,COW_001,39.09,69.5,55.4,52.9,13,1,0,normal,
2024-01-02T13:10:00,COW_001,39.1,69.6,56.8,120.0,13,1,0,normal,
2024-01-02T13:20:00,COW_001,39.4,69.3,54.8,59.2,13,1,0,normal,
2024-01-02T13:30:00,COW_001,39.26,68.8,55.2,26.9,13,1,0,normal,
2024-01-02T13:40:00,COW_001,39.42,78.8,55.4,76.9,13,1,0,normal,
2024-01-02T13:50:00,COW_001,39.13,73.8,60.5,28.0,13,1,0,normal,
2024-01-02T14:00:00,COW_001,39.17,68.8,52.9,45.0,14,1,0,normal,
2024-01-02T14:10:00,COW_001,39.09,68.6,57.0,8.7,14,1,0,normal,
2024-01-02T14:20:00,COW_001,39.12,72.9,57.0,22.9,14,1,0,normal,
2024-01-02T14:30:00,COW_001,39.38,76.8,58.0,15.0,14,1,0,normal,
2024-01-02T14:40:00,COW_001,39.3,79.4,58.8,55.9,14,1,0,normal,
2024-01-02T14:50:00,COW_001,39.15,75.7,58.3,70.7,14,1,0,normal,
2024-01-02T15:00:00,COW_001,39.31,73.6,60.5,33.7,15,1,0,normal,
2024-01-02T15:10:00,COW_001,39.36,69.0,58.7,74.5,15,1,0,normal,
2024-01-02T15:20:00,COW_001,39.16,72.2,60.9,6.1,15,1,0,normal,
2024-01-02T15:30:00,COW_001,39.06,73.3,58.5,24.8,15,1,0,normal,
2024-01-02T15:40:00,COW_001,39.22,71.8,53.2,35.2,15,1,0,normal,
2024-01-02T15:50:00,COW_001,39.3,77.6,57.9,4.0,15,1,0,normal,
2024-01-02T16:00:00,COW_001,39.18,76.7,57.8,35.0,16,1,0,normal,
2024-01-02T16:10:00,COW_001,39.19,71.1,59.3,2.5,16,1,0,normal,
2024-01-02T16:20:00,COW_001,39.31,66.3,58.5,14.9,16,1,0,normal,
2024-01-02T16:30:00,COW_001,39.04,68.5,58.5,71.8,16,1,0,normal,
2024-01-02T16:40:00,COW_001,39.06,71.9,62.8,40.2,16,1,0,normal,
2024-01-02T16:50:00,COW_001,39.14,63.6,56.9,120.0,16,1,0,normal,
2024-01-02T17:00:00,COW_001,38.87,59.7,60.7,41.4,17,1,0,normal,
2024-01-02T17:10:00,COW_001,39.01,73.0,63.3,11.2,17,1,0,normal,
2024-01-02T17:20:00,COW_001,39.18,68.1,64.9,17.7,17,1,0,normal,
2024-01-02T17:30:00,COW_001,38.92,72.1,58.7,9.1,17,1,0,normal,
2024-01-02T17:40:00,COW_001,38.9,74.3,59.1,120.0,17,1,0,normal,
2024-01-02T17:50:00,COW_001,39.25,69.6,58.7,52.5,17,1,0,normal,
2024-01-02T18:00:00,COW_001,39.09,67.8,62.9,4.9,18,1,0,normal,
2024-01-02T18:10:00,COW_001,39.2,71.0,62.5,23.0,18,1,0,normal,
2024-01-02T18:20:00,COW_001,38.9,73.2,60.9,2.3,18,1,0,normal,
2024-01-02T18:30:00,COW_001,38.79,59.6,62.7,55.9,18,1,0,normal,
2024-01-02T18:40:00,COW_001,38.93,58.4,59.6,32.1,18,1,0,normal,
2024-01-02T18:50:00,COW_001,38.64,70.1,57.7,68.8,18,1,0,normal,
2024-01-02T19:00:00,COW_001,38.76,62.9,62.9,33.7,19,1,0,normal,
2024-01-02T19:10:00,COW_001,38.73,65.2,68.3,0.3,19,1,0,normal,
2024-01-02T19:20:00,COW_001,38.93,54.9,62.2,1.2,19,1,0,normal,
2024-01-02T19:30:00,COW_001,38.8,62.4,60.7,5.0,19,1,0,normal,
2024-01-02T19:40:00,COW_001,39.17,65.7,61.2,6.4,19,1,0,normal,
2024-01-02T19:50:00,COW_001,38.99,64.2,60.5,42.9,19,1,0,normal,
2024-01-02T20:00:00,COW_001,38.81,57.4,67.1,43.8,20,1,0,normal,
2024-01-02T20:10:00,COW_001,38.86,57.7,68.3,59.0,20,1,0,normal,
2024-01-02T20:20:00,COW_001,39.0,60.8,71.2,26.2,20,1,0,normal,
2024-01-02T20:30:00,COW_001,38.7,58.5,65.6,2.2,20,1,0,normal,
2024-01-02T20:40:00,COW_001,38.7,58.1,64.0,120.0,20,1,0,normal,
2024-01-02T20:50:00,COW_001,38.86,55.9,63.4,54.6,20,1,0,normal,
2024-01-02T21:00:00,COW_001,38.69,65.5,72.3,2.1,21,1,0,normal,
2024-01-02T21:10:00,COW_001,38.76,52.4,68.8,9.1,21,1,0,normal,
2024-01-02T21:20:00,COW_001,38.66,50.2,68.3,10.9,21,1,0,normal,
2024-01-02T21:30:00,COW_001,38.79,49.4,64.4,3.7,21,1,0,normal,
2024-01-02T21:40:00,COW_001,38.73,61.1,72.1,5.3,21,1,0,normal,
2024-01-02T21:50:00,COW_001,38.63,50.4,65.4,7.2,21,1,0,normal,
2024-01-02T22:00:00,COW_001,38.82,59.5,67.1,10.1,22,1,0,normal,
2024-01-02T22:10:00,COW_001,38.66,55.3,68.1,5.4,22,1,0,normal,
2024-01-02T22:20:00,COW_001,38.68,52.5,71.3,3.6,22,1,0,normal,
2024-01-02T22:30:00,COW_001,38.17,49.4,70.0,4.0,22,1,0,normal,
2024-01-02T22:40:00,COW_001,38.41,58.6,67.6,28.0,22,1,0,normal,
2024-01-02T22:50:00,COW_001,38.65,47.8,68.2,0.6,22,1,0,normal,
2024-01-02T23:00:00,COW_001,38.53,46.4,73.6,4.5,23,1,0,normal,
2024-01-02T23:10:00,COW_001,38.44,54.1,66.5,9.8,23,1,0,normal,
2024-01-02T23:20:00,COW_001,38.46,50.1,69.7,14.9,23,1,0,normal,
2024-01-02T23:30:00,COW_001,38.83,53.0,74.6,16.2,23,1,0,normal,
2024-01-02T23:40:00,COW_001,38.48,50.7,70.4,6.1,23,1,0,normal,
2024-01-02T23:50:00,COW_001,38.51,51.0,67.6,21.7,23,1,0,normal,
2024-01-03T00:00:00,COW_001,38.47,41.6,74.7,4.9,0,2,0,normal,
2024-01-03T00:10:00,COW_001,38.51,41.2,80.7,8.8,0,2,0,normal,
2024-01-03T00:20:00,COW_001,38.62,45.4,73.8,28.0,0,2,0,normal,
2024-01-03T00:30:00,COW_001,38.3,50.7,70.0,4.7,0,2,0,normal,
2024-01-03T00:40:00,COW_001,38.42,50.5,74.5,23.1,0,2,0,normal,
2024-01-03T00:50:00,COW_001,38.53,49.5,77.9,7.7,0,2,0,normal,
2024-01-03T01:00:00,COW_001,38.44,52.6,76.0,1.9,1,2,0,normal,
2024-01-03T01:10:00,COW_001,38.59,44.1,77.6,8.4,1,2,0,normal,
2024-01-03T01:20:00,COW_001,38.46,45.4,72.5,16.4,1,2,0,normal,
2024-01-03T01:30:00,COW_001,38.46,49.8,77.0,10.7,1,2,0,normal,
2024-01-03T01:40:00,COW_001,38.38,52.3,76.3,13.2,1,2,0,normal,
2024-01-03T01:50:00,COW_001,38.23,51.3,74.6,4.6,1,2,0,normal,
2024-01-03T02:00:00,COW_001,38.38,48.5,72.5,3.1,2,2,0,normal,
2024-01-03T02:10:00,COW_001,38.4,42.9,68.1,9.5,2,2,0,normal,
2024-01-03T02:20:00,COW_001,38.25,39.4,71.1,2.1,2,2,0,normal,
2024-01-03T02:30:00,COW_001,38.2,48.7,70.9,8.8,2,2,0,normal,
2024-01-03T02:40:00,COW_001,38.3,57.0,75.9,5.9,2,2,0,normal,
2024-01-03T02:50:00,COW_001,38.35,46.2,72.9,3.3,2,2,0,normal,
2024-01-03T03:00:00,COW_001,38.21,41.8,75.8,7.5,3,2,0,normal,
2024-01-03T03:10:00,COW_001,38.78,51.1,74.5,10.1,3,2,0,normal,
2024-01-03T03:20:00,COW_001,38.53,49.5,73.0,0.5,3,2,0,normal,
2024-01-03T03:30:00,COW_001,38.4,47.7,74.4,0.9,3,2,0,normal,
2024-01-03T03:40:00,COW_001,38.16,48.0,69.8,13.0,3,2,0,normal,
2024-01-03T03:50:00,COW_001,38.25,40.8,73.9,7.5,3,2,0,normal,
2024-01-03T04:00:00,COW_001,38.31,53.4,69.0,1.6,4,2,0,normal,
2024-01-03T04:10:00,COW_001,38.42,45.7,73.6,6.0,4,2,0,normal,
2024-01-03T04:20:00,COW_001,38.36,50.9,67.1,26.4,4,2,0,normal,
